CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1)/Neither(0),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Dallas,outside Omni Dallas Hotel,TX,USA,2017-03-11,about 50,50,50,50,55,45,general protesters,anti-Trump; protest visit by Donald Trump Jr,1,protest,0,0,0,0,1,1,http://www.dallasnews.com/news/politics/2017/03/11/protesters-greet-donald-trumps-son-gop-dinner-downtown-dallas,,,,,,,
Los Angeles,Brentwood,CA,USA,2017-03-12,about 200,200,200,200,220,180,general protesters,anti–Breibart/Steve Bannon,1,demonstration,0,0,0,0,1,1,http://www.laweekly.com/slideshow/protesters-target-las-only-snowflakes-breitbart-news-local-headquarters-8024602,,,,,,,
Los Angeles,Brentwood,CA,USA,2017-03-12,10 or so,10,10,10,11,9,general protesters,pro-Trump,2,demonstration,0,0,0,0,1,1,http://www.laweekly.com/slideshow/protesters-target-las-only-snowflakes-breitbart-news-local-headquarters-8024602,,,,,,,
Palo Alto,downtown,CA,USA,2017-03-12,about 75,75,75,75,82.5,67.5,general protesters,anti-Hate,1,rally,0,0,0,0,1,1,http://www.mercurynews.com/2017/03/12/anti-hate-rally-ramps-up-after-slur-filled-san-jose-altercation/,,,,,,,
San Diego,San Diego International Airport,CA,USA,2017-03-12,nearly 3 dozen,36,36,36,39.6,32.4,San Diego Indivisible Downtown,anti-Muslim Ban; anti-travel EO,1,protest; march,0,0,0,0,1,1,http://www.cbs8.com/story/34734543/group-holds-travel-ban-protest-at-lindbergh-field,,,number in video,,,,
Brunswick,Demere rd,GA,USA,2017-03-12,roughly 50,50,50,50,55,45,general protestors,resist Trump,1,protest,0,0,0,0,1,1,http://goldenisles.news/news/local_news/conservative-think-tank-visits-golden-isles-some-protest/article_df8053ff-f52f-58fe-9343-e09527daf012.html,,,,,,,
Des Moines,west side of the Iowa Capitol,IA,USA,2017-03-12,over 200,200,200,200,220,180,general protestors,pro-Transgender rights,1,rally,0,0,0,0,1,1,http://www.desmoinesregister.com/story/news/2017/03/12/rally-transgender-iowans-attracts-hundreds/99100006/,,,,,,,
Louisville,front of JCC,KY,USA,2017-03-12,hundreds,200,200,200,220,180,general protestors,against bomb threats on JCC; against anti-Semitism,1,rally,0,0,0,0,1,1,http://www.leoweekly.com/2017/03/jcc-rally-one-us-gets-hit-step/,,,,,,,
Baltimore,Mt. Vernon Place,MD,USA,2017-03-12,nearly 200,200,200,200,220,180,Council on American-Islamic Relations (CAIR); the immigrant advocacy group CASA; Jews United for Justice (JUFJ),"“The Maryland Rally Against Bans, Walls, Raids.”",1,demonstration,0,0,0,0,1,1,https://baltimorebrew.com/2017/03/13/pro-immigrant-protesters-and-st-patricks-day-parade-goers-share-space/,,,,,,,
Baltimore,Washington Monument,MD,USA,2017-03-12,dozens,12,12,12,13.2,10.8,general protestors,protest Trump,1,rally,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/bs-md-immigration-rally-sunday-20170312-story.html,,,,,,,
Ferguson,outside Ferguson Market & Liquour,MO,USA,2017-03-12,about 100,100,100,100,110,90,general protesters,New film 'Stranger Fruit' Re: Mike Brown,0,riot; protest,2,,1,1,1,1,http://www.stltoday.com/news/local/crime-and-courts/ferguson-market-disputes-claims-as-new-michael-brown-documentary-prompts/article_fc382406-dbd5-5f53-aeda-4de3f2d5d31e.html,http://www.billboard.com/articles/events/sxsw/7720908/ferguson-missouri-protests-sxsw-mike-brown-documentary-stranger-fruit,,,,,,
Hastings,16th and Burlington,NE,USA,2017-03-12,,50,50,50,55,45,general protestors,celebrate immigrants,1,rally,0,0,0,0,1,1,http://www.hastingstribune.com/news/welcome-to-hastings-rally-draws-participants/article_48c94554-079b-11e7-8e0e-4360c40d7f8e.html,,,,,,,
Lincoln,outside State Capitol,NE,USA,2017-03-12,na,200,200,200,220,180,general protesters,pro-Transgender rights,1,rally,0,0,0,0,1,1,http://journalstar.com/news/local/rally-gives-transgender-and-lgbtq-community-hope/article_e24fbb07-62ef-5721-b200-d72d68fa6e16.html,,,,,,,
Newark,Newark Liberty Airport,NJ,USA,2017-03-12,some 200,200,200,200,220,180,United Airlines employees,protest new Emirates route,0,protest,0,0,0,0,1,1,http://www.nj.com/essex/index.ssf/2017/03/united_airlines_protests_launch_of_emerates_newark.html,,,,,,,
Milwaukee,Milwaukee Area Technical College,WI,USA,2017-03-12,,6,6,6,6.6,5.4,Direct Action Everywhere,against pro-dairy bill (Sen T. Baldwin's Dairy Pride Act),0,protest,0,0,0,0,1,1,http://wisconsingazette.com/2017/03/15/animal-liberation-activists-protest-at-baldwin-town-hall-meeting/,,,count from photo at link,,,,
San Luis Obispo,from the County Government Center through downtown,CA,USA,2017-03-13,dozens,24,24,24,26.4,21.6,general protesters; 350 Silicon Valley,pro-environment; protest Phillips 66’s proposal to build a rail spur to its Nipomo Mesa refinery,1,rally; protest; march,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article138351958.html,,,,,,,
Cortez,na,CO,USA,2017-03-13,,,,,,,general protestors,Oppose Dakota pipeline,1,march,0,0,0,0,1,1,https://the-journal.com/articles/33239-dakota-access-pipeline-protest-in-cortez,,,,,,,
Chicago,office of Immigration and Customs Enforcement,IL,USA,2017-03-13,,,,,,,general protestors; US Rep. Luis Gutiérrez ,Trump immigration policies,1,protest; sit-in,,0,0,0,1,1,http://www.truth-out.org/news/item/39874-rep-gutierrez-speaks-out-after-being-handcuffed-for-demanding-answers-on-ice-raids-and-deportations,,,,,,,
Indianapolis,north side of Crown Hill cemetery,IN,USA,2017-03-13,about two dozen,24,24,24,26.4,21.6,general protestors; Indiana Forest Alliance,pro-forest; anti-VA cemetery,0,protest,0,0,0,0,1,1,http://www.indystar.com/story/news/2017/03/13/protesters-vow-block-crown-hill-tree-removal/99113506/,,,,,,,
Topeka,Capitol Rotunda,KS,USA,2017-03-13,couple hundred,200,200,200,220,180,general protestors,Muslim advocacy; religious freedom,1,rally,0,0,0,0,1,1,http://www.hutchnews.com/news/local_state_news/around-rally-at-kansas-statehouse-urging-tolerance-of-muslims-religious/article_16979e28-49f5-59ba-927f-77fb631e5b8e.html,,,,,,,
Frankfort,Capitol Rotunda,KY,USA,2017-03-13,,,,,,,Save our Schools,against Charter schools bill,1,protest,0,0,0,0,1,1,http://www.wlky.com/article/group-rallies-to-protest-school-bills/9128244,,,,,,,
Kansas City,outside downtown office of Sen. Roy Blunt,MO,USA,2017-03-13,about 2 dozen,24,24,24,26.4,21.6,general protestors,pro-ACA,1,demonstration,0,0,0,0,1,1,http://www.kmbz.com/Activists-protest-outside-senator-s-office-in-down/23039153,,,,,,,
Albany,West Capitol Park,NY,USA,2017-03-13,,1000,1000,1000,1100,900,NYCLU,resist Trump,1,rally,0,0,0,0,1,1,https://dailygazette.com/article/2017/03/13/trump-has-awakened-a-sleeping-giant-and-it-s-the-american-people,,,,,,,
Salem,Capitol,OR,USA,2017-03-13,,,,,,,students and teachers of Roseburg HS,pro-Measure 98; pro-vocational school funding,0,,0,0,0,0,1,1,http://kval.com/news/local/roseburg-faculty-and-students-rally-at-the-capitol-for-full-funding-of-measure-98,,,,,,,
Pittsburgh,outside Rep. Dom Costa offices,PA,USA,2017-03-13,more than 30,20,24.5,30,22,27,general protesters,anti-Immigration EO,1,Protest,0,0,0,0,1,1,http://www.pahouse.com/DCosta/News/?id=82009,http://www.pghcitypaper.com/PolitiCrap/archives/2017/03/14/constituents-and-advocates-protest-anti-immigration-stances-of-pittsburgh-area-state-reps,,,,,,
Austin,outside State Capitol,TX,USA,2017-03-13,hundreds,200,200,200,220,180,teachers,"against Senate Bill 3, school voucher bill",1,rally,0,0,0,0,1,1,http://dfw.cbslocal.com/2017/03/13/texas-teachers-rally-against-school-choice-bill/,,,,,,,
San Antonio,outside J Prime Steakhouse,TX,USA,2017-03-13,dozens,24,24,24,26.4,21.6,general protesters,against GOP health care bill; demand Town Hall with Rep. Will Hurd ,1,demonstration,0,0,0,0,1,1,http://www.kens5.com/news/local/voters-protest-gop-health-care-bill-want-town-hall/422308994,,,,,,,
Chelan,Memorial Park,WA,USA,2017-03-13,over 60,60,60,60,66,54,marijuana growers and workers,oppose Chelan County marijuana growing rules,0,rally; march,0,0,0,0,1,1,http://kpq.com/marijuana-industry-workers-rally/,,,,,,,
Seattle,outside Westin Hotel,WA,USA,2017-03-13,,,,,,,general protesters,protest Rep. Dave Reichert’s support of replacement to Affordable Care Act,1,protest,0,0,0,0,1,1,http://www.kiro7.com/news/local/protesters-to-confront-congressman-reichert-over-healthcare-vote/502197897,,,,,,,
Palo Alto,King Plaza,CA,USA,2017-03-14,a few hundred; about a thousand,200,560,1000,220,900,general protesters,Resist Trump; open exchange of ideas,1,protest; demonstration,0,0,0,0,1,1,https://www.forbes.com/sites/mattdrange/2017/03/14/tech-workers-rally-in-palo-alto-to-protest-trump-policies/#56da66f25d24,https://www.cnet.com/news/tech-stands-up-rally-against-president-trump-silicon-valley-rally-palo-alto/,,,,,,
Boulder,,CO,USA,2017-03-14,nearly 100,100,100,100,110,90,general protesters,anti-fracking,1,rally,0,0,0,0,1,1,http://www.coloradoindependent.com/164405/photos-boulder-rally-against-fracking,,,,,,,
Denver,downtown park,CO,USA,2017-03-14,about 200,200,200,200,220,180,general protesters,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.pantagraph.com/news/colo-protesters-denounce-gop-health-care-plan/youtube_20f9c397-7220-5b0c-8756-bb18045a3d30.html,,,,,,,
Gainesville,Univ of Florida; Turlington Plaza,FL,USA,2017-03-14,about 15,15,15,15,16.5,13.5,students,call for resignation of Student Pres Smith Meyers,0,protest,0,0,0,0,1,1,http://www.alligator.org/news/campus/article_ccd68224-08ec-11e7-84cf-abf154a95a8c.html,,,,,,,
Gainesville,Univ of Florida; Turlington Plaza,FL,USA,2017-03-14,about 50,50,50,50,55,45,students,support Smith Meyers,0,protest,0,0,0,0,1,1,http://www.alligator.org/news/campus/article_ccd68224-08ec-11e7-84cf-abf154a95a8c.html,,,,,,,
Tallahassee,the Capitol,FL,USA,2017-03-14,hundreds,200,200,200,220,180,Gov. Rick Scott,Fighting for Florida Jobs; pro-tourism,2,rally,0,0,0,0,1,1,http://www.tallahassee.com/story/news/2017/03/14/gov-scott-host-jobs-rally/99179250/,,,,,,,
Tallahassee,inside the state Capitol,FL,USA,2017-03-14,dozens; more than 100,24,58.2,100,26.4,90,FL Democrats,equal pay,1,rally,0,0,0,0,1,1,http://www.tampabay.com/blogs/the-buzz-florida-politics/janet-cruz-and-democrats-rally-on-equal-pay-for-women/2316539,http://www.wctv.tv/content/news/Women-rally-to-close-the-gender-pay-gap-416203203.html,,,,,,
Bloomington,na,IL,USA,2017-03-14,nearly 80,80,80,80,88,72,Stand Up for Social Justice,pro-ACA; anti-replacement bill,1,rally,0,0,0,0,1,1,http://www.centralillinoisproud.com/news/local-news/dozens-rally-against-gop-health-care/672027477,,,,,,,
Rockford,na,IL,USA,2017-03-14,hundreds,200,200,200,220,180,"RPS bus drivers, food service workers, and paraprofessionals",demand new contract,0,rally,0,0,0,0,1,1,http://www.mystateline.com/news/rockford-public-school-employees-hold-rally-before-3-day-strike/672046624,,,,,,,
Detroit,Blue Cross Blue Shield Offices,MI,USA,2017-03-14,nearly two dozen,24,24,24,26.4,21.6,general protesters,anti-health care reform,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/detroit/index.ssf/2017/03/trumpcare_is_wealth_care_say_p.html,,,,,,,
Jefferson City,in the Capitol rotunda,MO,USA,2017-03-14,,,,,,,Missouri Right to Life,pro-life,2,rally,0,0,0,0,1,1,http://www.columbiamissourian.com/news/republican-leadership-endorses-anti-abortion-initiatives-at-missouri-right-to/article_d050782a-08ff-11e7-afe5-0b576cf9df7f.html,,,,,,,
Charlotte,downtown,NC,USA,2017-03-14,,1,1,1,1.1,0.9,PETA,anti-circus,0,protest,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/article138378723.html,,,,,,,
Lincoln,outside State Capitol,NE,USA,2017-03-14,about 75,75,75,75,82.5,67.5,teachers; students,protest charter schools bill,1,rally,0,0,0,0,1,1,https://www.usnews.com/news/best-states/nebraska/articles/2017-03-14/nebraska-teachers-rally-against-charter-school-measure,,,,,,,
Middletown,na,OH,USA,2017-03-14,dozens,24,24,24,26.4,21.6,general protesters,pro-union; anti-Right To Work,1,rally,0,0,0,0,1,1,http://www.daytondailynews.com/news/rally-middletown-unites-right-work-opponents/14is0dgVZlsbPH3EfdJoXP/,,,,,,,
Beaufort,Sheriff Office's headquarters,SC,USA,2017-03-14,about 75,75,75,75,82.5,67.5,Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,rally,0,0,0,0,1,1,http://www.islandpacket.com/news/politics-government/article138438428.html,,,,,,,
Blufton,na,SC,USA,2017-03-14,more than 100; about 160,160,160,160,176,144,Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,rally,0,0,0,0,1,1,http://www.islandpacket.com/news/politics-government/article138438428.html,,,,,,,
Memphis,South Memphis; outside Valero refinery,TN,USA,2017-03-14,about 10,10,10,10,11,9,general protesters,against the Diamond Pipeline; protect clean water,1,,0,0,0,0,1,1,http://www.commercialappeal.com/story/news/local/2017/03/14/small-group-protests-pipeline-outside-valero-refinery/99167964/,,,,,,,
Salt Lake City,outside the Federal Building,UT,USA,2017-03-14,,,,,,,Salt Lake Indivisible,pro-ACA; anti-replacement bill,1,rally,0,0,0,0,1,1,http://www.deseretnews.com/article/865675606/Photos-Utahns-rally-against-GOP-health-care-plan.html,,,,,,,
Salt Lake City,outside the Federal Building,UT,USA,2017-03-14,,1,1,1,1.1,0.9,general protester,pro-Trump,2,protest,0,0,0,0,1,1,http://www.deseretnews.com/article/865675606/Photos-Utahns-rally-against-GOP-health-care-plan.html,,,,,,,
Seattle,Densmore Avenue,WA,USA,2017-03-14,dozens,24,24,24,26.4,21.6,general protesters,Anti-HALA housing policy,0,protest,0,0,0,0,1,1,http://komonews.com/news/local/upzone-protesters-challenge-seattle-mayor-during-walk,,,,,,,
Tucson,outside Rep. Martha McSally's eastside office,AZ,USA,2017-03-15,nearly 150,150,150,150,165,135,general protesters,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.tucsonnewsnow.com/story/34900478/hundreds-protest-outside-of-lal,,,,,,,
Fresno,Save Mart Ctr; Fresno St ,CA,USA,2017-03-15,about 25,25,25,25,27.5,22.5,Fresno Resistance,oppose US Border Patrol recruitment at job fair,1,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/local/education/article138714863.html,,,,,,,
Fort Collins,Old Town Square,CO,USA,2017-03-15,about 100,100,100,100,110,90,general protestors,Save the EPA,1,rally,0,0,0,0,1,1,http://www.coloradoan.com/story/news/2017/03/15/dozen-gather-old-town-rally-against-epa-cuts/99211328/,,,,,,,
Washington,Upper Senate Park,DC,USA,2017-03-15,more than 200; roughly 700,200,425,700,220,630,FreedomWorks; Tea Party Patriots ,repeal ObamaCare,2,demonstration,0,0,0,0,1,1,http://www.salemnews.com/news/conservatives-rally-at-capitol-for-strict-repeal-of-obamacare/article_23076fef-56e0-5ca2-a10f-2797147bc012.html,http://www.foxnews.com/politics/2017/03/15/tea-party-allies-rally-on-capitol-hill-for-obamacare-repeal.html,,,,,,
Urbana,University of Illinois,IL,USA,2017-03-15,dozen,12,12,12,13.2,10.8,students,for improved recruitment of black students,0,protest,0,0,0,0,1,1,http://www.news-gazette.com/news/local/2017-03-16/ui-trustees-meeting-interrupted-protest-over-black-recruitment.html,,,,,,,
Ypsilanti Township,converted airplane hanger (Willow Run);  American Center for Mobility,MI,USA,2017-03-15,,,,,,,supporters; emplyees of 'Big Three' automakers,pro-Trump; speech by President,2,rally,0,0,0,0,1,1,http://detroit.cbslocal.com/2017/03/15/autoworkers-get-time-off-to-attend-others-protest-detroit-area-trump-speech/,,,,,,,
Ypsilanti Township,near the former Willow Run auto plant (Airport Dr),MI,USA,2017-03-15,hundreds,200,200,200,220,180,general protesters; Michigan to Believe In ,anti-Trump,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/03/trump_protesters_clash_with_su.html,,,,,,,
Ypsilanti Township,near the former Willow Run auto plant (Airport Dr),MI,USA,2017-03-15,small handful,5,5,5,5.5,4.5,general protesters,pro-Trump,2,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/03/trump_protesters_clash_with_su.html,,,,,,,
Jefferson City,"capitol; office of Sen. Ed Emery, R-Lamar",MO,USA,2017-03-15,small group,5,5,5,5.5,4.5,"Missouri GSA Network — which works to stand for Gay-Straight Alliance, Gender Sexuality Alliance and Gender Spectrum Alliance",pro-Transgender; anti-Senate Bill 98,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/03/15/young-people-protest-state-senator-over-bathroom-bill/99223216/,,,,,,,
Clemmons,outside office of U.S. Rep. Virginia Foxx (R),NC,USA,2017-03-15,about 20,20,20,20,22,18,Indivisible Piedmont NC,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/people-rally-at-rep-virginia-foxx-s-office-in-clemmons/article_63e7a1b2-409c-5a25-859b-51b82cd80169.html,,,,,,,
Nashville,corner of Old Hickory Boulevard and Lebanon Road,TN,USA,2017-03-15,na,15,15,15,16.5,13.5,a Native American activist group,anti-Trump,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/03/15/protesters-rally-against-trump-nashville/99169462/,http://wkrn.com/2017/03/15/native-american-demonstrators-gather-near-hermitage-ahead-of-trumps-visit/,,,,,,
Nashville,Juvenile Justice Center to outside Municipal Auditorium,TN,USA,2017-03-15,more than 2500,2500,2500,2500,2750,2250,general protesters,anti-Trump; protest Trump visit,1,march; protest,2,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/03/15/protesters-rally-against-trump-nashville/99169462/,http://www.tennessean.com/story/news/politics/2017/03/15/nashville-police-fisk-students-protesters-trump-rally/99227944/,,,,,,
Nashville,Municipal Auditorium,TN,USA,2017-03-15,thousands; several thousand,2000,2000,2000,2200,1800,supporters,pro-Trump; speech by Presdient,2,rally,0,0,0,0,1,1,http://www.tennessean.com/story/news/politics/2017/03/15/trump-supporters-nashville-rally/99170074/,http://nashvillepublicradio.org/post/trump-delivers-defiant-speech-exuberant-crowd-nashville-even-more-waiting-outside#stream/0,,,,,,
Tyler,Regions Bank building; office of US Sen. John Cornyn,TX,USA,2017-03-15,,,,,,,Indivisible of Smith County,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.tylerpaper.com/TP-Breaking/275322/police-escort-tyler-demonstrators-out-of-regions-bank-building-where-sen-john-cornyn-has-an-office,,,,,,,
